Zipcode,Current Population,EVs on the Road,BEVs per 1k People,PHEVs per 1k People,DCFC Ports,Level 2 Ports,DCFC per 1k People,Level 2 per 1k People,Sum of Travel Time to Work (Less than 10 minutes),Sum of Travel Time to Work (10 to 14 minutes),Sum of Travel Time to Work (15 to 19 minutes),Sum of Travel Time to Work (20 to 24 minutes),Sum of Travel Time to Work (25 to 29 minutes),Sum of Travel Time to Work (30 to 34 minutes),Sum of Travel Time to Work (35 to 44 minutes),Sum of Travel Time to Work (45 to 59 minutes),Sum of Travel Time to Work (60 or more minutes),Sum of Median Household Income in Past 12 Months,ChargePoint Network (hours),EV Connect (hours),GE WattStation(hours),ChargePoint Network (kWh),EV Connect (kWh),GE WattStation (kWh),ChargePoint Network (count),EV Connect (count),GE WattStation (count),Total Sum of Charging Time (hours),Total Sum of Energy (kWh),Total Sum of Active Station Count
14712,"3,333",30,4.5,4.5,,,45.9,"1,461.15",1301,1707,2489,2121,327,768,556,226,141,"$351,142.00 ",,,,,,,,,,,,
14716,"2,845",2,0.35,0.35,,,53.78,"1,711.78",1346,573,2040,1251,265,281,78,241,270,"$254,577.00 ",,,,,,,,,,,,
14718,"2,257",6,1.33,1.33,,,67.79,"2,157.73",733,417,1384,1750,294,629,497,293,356,"$401,714.00 ",,,,,,,,,,,,
14720,707,,,,,,216.41,"6,888.26",702,634,272,238,13,174,0,48,46,"$269,613.00 ",,,,,,,,,,,,
14722,340,2,2.94,2.94,,,450,"14,323.53",299,26,83,0,0,57,0,0,0,"$581,410.00 ",,,,,,,,,,,,
14723,"1,123",,,,,,136.24,"4,336.60",622,261,198,408,405,845,346,283,204,"$335,343.00 ",,,,,,,,,,,,
14724,"2,497",2,0.4,0.4,,,61.27,"1,950.34",2171,703,608,378,153,869,779,624,521,"$328,391.00 ",,,,,,,,,,,,
14728,866,2,1.15,1.15,,,176.67,"5,623.56",439,331,238,322,178,356,162,28,153,"$374,302.00 ",,,,,,,,,,,,
14732,141,,,,,,"1,085.11","34,539.01",30,46,89,156,61,59,14,20,5,"$333,922.00 ",,,,,,,,,,,,
14733,"3,960",8,1.01,1.01,,,38.64,"1,229.80",4689,2754,1981,1055,562,335,358,140,350,"$296,748.00 ",,,,,,,,,,,,
14736,245,4,8.16,8.16,,,624.49,"19,877.55",186,75,39,114,67,143,64,0,8,"$299,291.00 ",,,,,,,,,,,,
14738,"3,437",4,0.58,0.58,,,44.52,"1,416.93",1325,2256,3159,2166,776,859,244,529,433,"$339,660.00 ",,,,,,,,,,,,
14740,"1,255",2,0.8,0.8,,,121.91,"3,880.48",408,637,889,778,141,551,248,194,181,"$350,748.00 ",,,,,,,,,,,,
14742,301,,,,,,508.31,"16,179.40",7,172,292,23,0,46,0,37,0,"($666,243,172.00)",,,,,,,,,,,,
14747,"2,268",2,0.44,0.44,,,67.46,"2,147.27",762,1311,1908,1159,513,948,239,336,217,"$306,021.00 ",,,,,,,,,,,,
14750,"4,373",34,3.89,3.89,,,34.99,"1,113.65",2915,2913,3416,2388,506,408,185,552,419,"$362,645.00 ",,,,,,,,,,,,
14752,221,2,4.52,4.52,,,692.31,"22,036.20",32,0,60,79,0,96,26,0,0,"($1,333,188,685.00)",,,,,,,,,,,,
14756,81,,,,,,"1,888.89","60,123.46",52,0,120,0,0,0,0,0,0,"($1,999,886,828.00)",,,,,,,,,,,,
14757,"3,345",12,1.79,1.79,,,45.74,"1,455.90",2833,1177,824,672,756,1499,235,433,301,"$322,921.00 ",,,,,,,,,,,,
14767,"1,938",4,1.03,1.03,,,78.95,"2,512.90",800,422,633,848,605,982,277,217,351,"$283,157.00 ",,,,,,,,,,,,
14769,"1,020",2,0.98,0.98,,,150,"4,774.51",340,296,927,601,219,133,25,60,209,"$317,595.00 ",,,,,,,,,,,,
14775,"2,477",6,1.21,1.21,,,61.77,"1,966.09",1072,915,1152,656,355,992,672,732,353,"$291,852.00 ",,,,,,,,,,,,
14781,"2,188",,,,,,69.93,"2,225.78",1492,818,1073,620,355,869,437,306,277,"$316,676.00 ",,,,,,,,,,,,
14782,"2,558",2,0.39,0.39,,,59.81,"1,903.83",912,734,1271,1200,1149,1210,338,124,381,"$311,425.00 ",,,,,,,,,,,,
14784,712,2,1.4,1.4,,,214.89,"6,839.89",280,121,469,192,228,494,49,14,67,"$239,866.00 ",,,,,,,,,,,,
14785,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14787,"4,858",16,1.65,1.65,,,31.49,"1,002.47",4209,1725,1914,768,887,1488,1044,626,971,"$302,627.00 ",,,,,,,,,,,,
Chemung County,"85,161",290,1.7,1.7,2,12,96.46,636.14,54909,53760,46860,35169,13306,18403,9533,9851,10868,"$5,404,548.00 ",,,,,,,,,,,,
14814,"1,731",16,4.62,4.62,,,88.39,"2,813.40",796,1523,1891,1546,556,194,283,70,373,"$477,108.00 ",,,,,,,,,,,,
14816,412,,,,,,371.36,"11,820.39",37,392,422,249,70,21,85,186,115,"$414,867.00 ",,,,,,,,,,,,
14825,763,,,,,,200.52,"6,382.70",521,377,413,869,182,215,45,211,172,"$382,553.00 ",,,,,,,,,,,,
14838,"1,938",8,2.06,2.06,,,78.95,"2,512.90",223,463,764,1744,582,1041,742,314,359,"$380,088.00 ",,,,,,,,,,,,
14845,"21,065",122,2.9,2.9,1,8,361.88,"2,484.36",13125,16671,14117,9417,4143,3397,2340,2545,2153,"$428,514.00 ",,,,,,,,,,,,
14861,"1,245",2,0.8,0.8,,,122.89,"3,911.65",276,322,1076,1106,212,598,73,116,143,"$333,063.00 ",,,,,,,,,,,,
14864,"1,195",2,0.84,0.84,,2,"4,676.99","38,732.22",106,421,602,712,324,823,165,373,201,"$389,613.00 ",,,,,,,,,,,,
14871,"5,135",12,1.17,1.17,,,29.8,948.39,1440,1764,3952,3231,876,1591,509,668,865,"$449,188.00 ",,,,,,,,,,,,
14872,672,2,1.49,1.49,,,227.68,"7,247.02",230,336,676,432,238,363,10,100,78,"$306,214.00 ",,,,,,,,,,,,
14889,"1,750",10,2.86,2.86,,,87.43,"2,782.86",770,408,361,413,337,943,850,545,378,"$351,396.00 ",,,,,,,,,,,,
14894,"1,250",2,0.8,0.8,,,122.4,"3,896.00",222,682,804,739,341,422,211,222,108,"$291,960.00 ",,,,,,,,,,,,
14901,"16,038",36,1.12,1.12,1,2,512.22,"3,377.85",10770,6801,6019,3656,1298,2392,718,1351,1298,"$193,206.00 ",,,,,,,,,,,,
14903,"7,310",26,1.78,1.78,,,20.93,666.21,6666,5975,3121,2031,482,894,518,965,1396,"$338,170.00 ",,,,,,,,,,,,
14904,"15,861",18,0.57,0.57,,,9.65,307.04,12006,9725,7934,5861,2268,3834,1002,1523,2271,"$268,063.00 ",,,,,,,,,,,,
14905,"8,796",36,2.05,2.05,,,17.39,553.66,7721,7900,4708,3163,1397,1675,1982,662,958,"$400,545.00 ",,,,,,,,,,,,
Chenango County,"50,061",116,1.16,1.16,,,3.06,97.28,32250,22652,19081,16023,9724,15737,9894,9294,9417,"$5,723,879.00 ",,,,,,,,,,,,
13124,86,,,,,,"1,779.07","56,627.91",54,72,25,24,11,102,59,0,39,"$339,251.00 ",,,,,,,,,,,,
13136,389,,,,,,393.32,"12,519.28",219,125,70,95,91,377,202,141,123,"$294,296.00 ",,,,,,,,,,,,
13155,662,2,1.51,1.51,,,231.12,"7,356.50",643,129,43,127,152,341,183,234,269,"$287,913.00 ",,,,,,,,,,,,
13411,"3,297",2,0.3,0.3,,,46.41,"1,477.10",2095,1129,1024,949,644,1142,791,627,642,"$303,877.00 ",,,,,,,,,,,,
13460,"4,262",8,0.94,0.94,,,35.9,"1,142.66",2583,1988,2459,1876,1223,652,451,573,684,"$317,456.00 ",,,,,,,,,,,,
13464,"1,392",2,0.72,0.72,,,109.91,"3,498.56",854,579,516,628,260,253,92,117,235,"$341,906.00 ",,,,,,,,,,,,
13730,"2,684",8,1.49,1.49,,,57,"1,814.46",1069,794,1239,621,885,812,1328,566,603,"$309,695.00 ",,,,,,,,,,,,
13733,"4,957",18,1.82,1.82,,,30.87,982.45,3129,2591,1584,1276,822,1852,1447,1321,1037,"$337,905.00 ",,,,,,,,,,,,
13778,"5,703",10,0.88,0.88,,,26.83,853.94,4441,1658,1148,1899,1762,4072,2045,907,949,"$375,863.00 ",,,,,,,,,,,,
13780,902,2,1.11,1.11,,,169.62,"5,399.11",120,159,403,592,100,119,343,162,330,"$353,469.00 ",,,,,,,,,,,,
13801,"1,442",,,,,,106.1,"3,377.25",229,127,485,549,190,670,335,327,452,"$293,845.00 ",,,,,,,,,,,,
13809,"1,729",4,1.16,1.16,,,88.49,"2,816.66",764,722,719,785,190,928,90,619,162,"$312,982.00 ",,,,,,,,,,,,
13815,"13,172",34,1.29,1.29,,,11.62,369.72,13174,9344,5334,2596,1684,1832,1084,1492,1911,"$299,065.00 ",,,,,,,,,,,,
13830,"5,094",14,1.37,1.37,,,30.04,956.03,1835,1887,2468,2151,1013,1000,789,1085,1070,"$345,901.00 ",,,,,,,,,,,,
13832,669,2,1.49,1.49,,,228.7,"7,279.52",162,185,229,159,91,351,105,138,171,"$266,254.00 ",,,,,,,,,,,,
13841,571,6,5.25,5.25,,,267.95,"8,528.90",176,121,249,48,26,156,292,209,161,"$275,287.00 ",,,,,,,,,,,,
13843,"2,198",4,0.91,0.91,,,69.61,"2,215.65",527,720,756,1059,475,850,126,622,481,"$333,324.00 ",,,,,,,,,,,,
13844,852,2,1.17,1.17,,,179.58,"5,715.96",176,322,330,589,105,228,132,154,98,"$335,590.00 ",,,,,,,,,,,,
Clinton County,"80,524",330,2.05,2.05,8,18,115.37,719.57,53190,48724,40000,33206,12637,20243,8535,8079,12151,"($9,991,767,232.00)",1085,14,211,11944.25,0,1901.778,135,3,18,1310,13846.028,156
12901,"33,291",162,2.43,2.43,8,10,228.98,"1,571.99",33024,30477,16684,8683,2089,4060,1051,1616,4063,"$306,811.00 ",591,,211,6492.051,,1901.778,84,,18,802,8393.829,102
12903,"1,098",34,15.48,15.48,,2,"1,281.42","15,589.25",1202,773,468,174,131,133,17,71,201,"$375,258.00 ",494,,,5452.199,,,51,,,494,5452.199,51
12910,"2,066",4,0.97,0.97,,,74.06,"2,357.21",722,154,443,993,904,1036,411,59,300,"$354,936.00 ",,,,,,,,,,,,
12911,20,,,,,,"7,650.00","243,500.00",62,0,0,48,37,0,0,0,0,"($3,333,206,421.00)",,,,,,,,,,,,
12912,"2,196",8,1.82,1.82,,2,"4,230.42","26,385.70",1085,449,443,559,322,1311,1160,730,196,"$354,308.00 ",,,,,,,,,,,,
12918,"2,293",6,1.31,1.31,,,66.72,"2,123.86",695,530,1618,1753,462,951,238,646,300,"$416,278.00 ",,,,,,,,,,,,
12919,"3,098",24,3.87,3.87,,2,"1,644.93","13,054.23",2779,1092,530,867,281,719,321,215,739,"$311,461.00 ",,,,,,,,,,,,
12921,"2,559",12,2.34,2.34,,,59.79,"1,903.09",1142,852,1322,1797,562,981,103,96,748,"$446,164.00 ",,,,,,,,,,,,
12923,606,,,,,,252.48,"8,036.30",237,219,156,203,76,319,130,340,99,"$303,519.00 ",,,,,,,,,,,,
12924,120,,,,,,"1,275.00","40,583.33",72,26,23,24,204,51,0,0,0,"($666,424,134.00)",,,,,,,,,,,,
12929,"3,916",4,0.51,0.51,,,39.07,"1,243.62",559,100,209,559,243,387,32,48,171,"$315,348.00 ",,,,,,,,,,,,
12933,41,,,,,,"3,731.71","118,780.49",40,0,0,0,0,0,15,8,0,"($4,666,666,662.00)",,,,,,,,,,,,
12934,955,2,1.05,1.05,,,160.21,"5,099.48",424,161,139,199,212,427,599,333,158,"$288,692.00 ",,,,,,,,,,,,
12935,"1,530",6,1.96,1.96,,,100,"3,183.01",618,318,284,302,290,774,240,450,203,"$321,741.00 ",,,,,,,,,,,,
12952,585,,,,,,261.54,"8,324.79",133,0,70,211,32,61,170,35,143,"$265,617.00 ",,,,,,,,,,,,
12955,410,,,,,,373.17,"11,878.05",113,2,53,172,63,157,148,136,153,"$431,951.00 ",,,,,,,,,,,,
12958,"2,174",2,0.46,0.46,,,70.38,"2,240.11",552,404,1148,503,552,958,996,331,355,"$287,676.00 ",,,,,,,,,,,,
12959,"1,321",,,,,,115.82,"3,686.60",360,16,576,1046,488,752,660,286,138,"$333,016.00 ",,,,,,,,,,,,
12962,"5,787",22,1.9,1.9,,,26.44,841.54,2138,6134,4981,3367,318,997,339,200,980,"$483,883.00 ",,,,,,,,,,,,
12972,"5,624",18,1.6,1.6,,,27.2,865.93,1760,2847,4710,5416,2349,1008,459,1096,826,"$461,371.00 ",,,,,,,,,,,,
12978,353,4,5.67,5.67,,,433.43,"13,796.03",162,222,96,0,91,326,0,33,162,"($1,333,042,810.00)",,,,,,,,,,,,
12979,"2,141",2,0.47,0.47,,2,"2,538.53","20,576.83",2480,1228,616,387,218,1350,315,341,670,"$409,701.00 ",,14,,,0,,,3,,14,0,3
12981,"2,226",4,0.9,0.9,,,68.73,"2,187.78",801,722,761,898,874,1525,475,603,333,"$400,937.00 ",,,,,,,,,,,,
12985,"1,352",4,1.48,1.48,,,113.17,"3,602.07",294,451,864,854,287,287,266,345,129,"$334,307.00 ",,,,,,,,,,,,
12992,"4,762",14,1.47,1.47,,,32.13,"1,022.68",1736,1547,3806,4191,1552,1673,390,61,1084,"$369,820.00 ",,,,,,,,,,,,
Columbia County,"59,266",402,3.39,3.39,,30,199.34,"1,084.38",35125,25010,24085,24555,11395,20808,14255,14123,13801,"($10,654,098,698.00)",,,,,,,,,,,,
12017,360,8,11.11,11.11,,,425,"13,527.78",170,7,182,324,41,164,115,42,38,"$486,226.00 ",,,,,,,,,,,,
12024,0,,,,,,,,0,73,0,0,0,0,0,0,0,"($3,999,924,918.00)",,,,,,,,,,,,
12029,"1,079",12,5.56,5.56,,,141.8,"4,513.44",467,202,406,444,290,415,252,428,168,"$555,845.00 ",,,,,,,,,,,,
12037,"4,322",26,3.01,3.01,,4,"1,261.68","10,341.97",3303,1385,1233,2540,609,1041,1755,1313,627,"$408,290.00 ",,,,,,,,,,,,
12050,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12060,"1,478",10,3.38,3.38,,,103.52,"3,294.99",610,548,420,272,337,645,629,539,316,"$507,220.00 ",,,,,,,,,,,,
12075,"3,070",40,6.51,6.51,,6,"2,362.87","15,247.23",1987,1325,1456,1162,408,1051,773,663,372,"$452,863.00 ",,,,,,,,,,,,
12106,"2,441",14,2.87,2.87,,4,"3,370.34","22,359.69",1401,775,1100,929,258,1194,1320,453,318,"$499,236.00 ",,,,,,,,,,,,
12115,144,,,,,,"1,062.50","33,819.44",0,8,167,0,0,0,102,48,49,"$559,156.00 ",,,,,,,,,,,,
12125,"1,534",2,0.65,0.65,,,99.74,"3,174.71",1448,541,676,603,179,650,563,345,197,"$354,005.00 ",,,,,,,,,,,,
12130,852,2,1.17,1.17,,,179.58,"5,715.96",395,382,91,785,576,623,858,134,53,"($666,167,587.00)",,,,,,,,,,,,
12132,312,4,6.41,6.41,,,490.38,"15,608.97",63,33,36,172,0,83,176,0,127,"$440,611.00 ",,,,,,,,,,,,
12136,772,8,5.18,5.18,,,198.19,"6,308.29",168,392,349,310,39,329,323,241,124,"$639,975.00 ",,,,,,,,,,,,
12165,174,2,5.75,5.75,,2,"43,954.02","302,833.33",36,51,120,44,12,160,39,50,69,"($1,332,925,278.00)",,,,,,,,,,,,
12172,284,,,,,,538.73,"17,147.89",113,7,230,91,0,140,0,47,85,"$298,059.00 ",,,,,,,,,,,,
12173,"1,998",12,3,3,,,76.58,"2,437.44",652,741,594,715,395,569,938,894,713,"$466,888.00 ",,,,,,,,,,,,
12174,342,2,2.92,2.92,,,447.37,"14,239.77",182,193,125,66,94,123,118,139,0,"($1,333,011,011.00)",,,,,,,,,,,,
12184,"6,852",44,3.21,3.21,,4,"1,509.19","8,768.10",3817,2107,1524,3441,1966,3496,1750,1712,1321,"$526,204.00 ",,,,,,,,,,,,
12195,136,,,,,,"1,125.00","35,808.82",207,0,18,97,0,181,115,0,0,"$272,548.00 ",,,,,,,,,,,,
12502,"1,274",4,1.57,1.57,,2,"7,264.52","44,536.11",360,290,497,508,329,590,257,334,508,"$481,376.00 ",,,,,,,,,,,,
12503,587,2,1.7,1.7,,,260.65,"8,296.42",448,344,313,136,175,204,154,73,301,"$459,952.00 ",,,,,,,,,,,,
12513,424,10,11.79,11.79,,2,"27,863.21","151,573.11",139,557,174,215,0,263,90,52,201,"$477,745.00 ",,,,,,,,,,,,
12516,"1,762",2,0.57,0.57,,,86.83,"2,763.90",498,206,605,264,1099,1180,216,524,1030,"$448,278.00 ",,,,,,,,,,,,
12517,445,6,6.74,6.74,,,343.82,"10,943.82",515,201,236,173,227,331,0,0,260,"$372,944.00 ",,,,,,,,,,,,
12521,"1,248",8,3.21,3.21,,,122.6,"3,902.24",382,478,799,406,444,389,284,552,364,"$479,937.00 ",,,,,,,,,,,,
12523,"1,586",14,4.41,4.41,,,96.47,"3,070.62",139,491,926,1294,555,747,583,437,724,"$427,125.00 ",,,,,,,,,,,,
12526,"3,953",26,3.29,3.29,,,38.7,"1,231.98",1935,1057,1965,1781,808,1658,517,732,1425,"$447,300.00 ",,,,,,,,,,,,
12529,"2,858",30,5.25,5.25,,2,"1,809.66","14,565.78",2040,903,744,1151,392,1583,839,458,432,"$464,464.00 ",,,,,,,,,,,,
12530,111,,,,,,"1,378.38","43,873.87",0,34,0,49,0,103,0,0,0,"($3,333,200,516.00)",,,,,,,,,,,,
12534,"17,630",108,3.06,3.06,,4,432.39,"2,968.41",12980,11167,7985,5638,1915,2677,1373,3715,3812,"$321,738.00 ",,,,,,,,,,,,
12565,"1,238",8,3.23,3.23,,,123.59,"3,933.76",670,512,1114,945,247,219,116,198,167,"$282,627.00 ",,,,,,,,,,,,
Cortland County,"48,669",184,1.89,1.89,,5,156.63,"1,075.28",35773,28734,22979,15702,7883,15783,10485,10080,6201,"$3,814,295.00 ",,,519,,,7727.494,,,95,519,7727.494,95
13040,"2,492",4,0.8,0.8,,,61.4,"1,954.25",945,549,750,1314,769,1214,570,873,752,"$325,772.00 ",,,,,,,,,,,,
13045,"29,439",134,2.28,2.28,,3,258.94,"1,777.68",28417,20656,13406,7012,3070,7056,5073,5014,2998,"$321,909.00 ",,,519,,,7727.494,,,95,519,7727.494,95
13077,"7,074",24,1.7,1.7,,2,720.24,"5,679.11",2965,4343,3926,2577,1440,3006,2279,1504,812,"$396,029.00 ",,,,,,,,,,,,
13087,152,,,,,,"1,006.58","32,039.47",39,28,80,32,0,30,82,0,33,"$759,918.00 ",,,,,,,,,,,,
13101,"2,338",4,0.86,0.86,,,65.44,"2,082.98",769,1290,2528,933,478,914,334,769,286,"$412,477.00 ",,,,,,,,,,,,
13141,702,6,4.27,4.27,,,217.95,"6,937.32",259,183,91,412,239,282,305,167,76,"$331,299.00 ",,,,,,,,,,,,
13158,"1,623",,,,,,94.27,"3,000.62",508,254,466,896,484,810,622,477,379,"$344,012.00 ",,,,,,,,,,,,
13784,115,2,8.7,8.7,,,"1,330.43","42,347.83",31,86,33,94,61,26,51,0,0,"$208,951.00 ",,,,,,,,,,,,
13803,"4,096",8,0.98,0.98,,,37.35,"1,188.96",1702,1146,1557,2164,1220,2048,947,1045,569,"$373,196.00 ",,,,,,,,,,,,
13863,638,2,1.57,1.57,,,239.81,"7,633.23",138,199,142,268,122,397,222,231,296,"$340,732.00 ",,,,,,,,,,,,
Delaware County,"42,250",154,1.82,1.82,,9,219.88,"1,371.43",30731,17781,15836,13221,5681,11912,6847,6843,8401,"($7,988,335,339.00)",1061,,,10717.892,,,116,,,1061,10717.892,116
12167,"2,844",2,0.35,0.35,,,53.8,"1,712.38",2026,1140,890,474,262,534,493,471,578,"$328,988.00 ",,,,,,,,,,,,
12406,877,12,6.84,6.84,,1,"10,592.93","66,069.56",997,624,112,114,10,54,4,99,235,"($666,441,321.00)",,,,,,,,,,,,
12421,268,2,3.73,3.73,,,570.9,"18,171.64",118,273,179,211,0,49,0,0,398,"$387,981.00 ",,,,,,,,,,,,
12430,"1,145",6,2.62,2.62,,,133.62,"4,253.28",717,340,368,287,15,214,86,147,330,"$329,322.00 ",,,,,,,,,,,,
12434,617,2,1.62,1.62,,,247.97,"7,893.03",239,184,259,6,23,92,19,138,95,"$224,662.00 ",,,,,,,,,,,,
12438,48,,,,,,"3,187.50","101,458.33",31,0,44,27,0,0,42,0,25,"($1,332,786,480.00)",,,,,,,,,,,,
12455,"1,894",10,2.64,2.64,,2,"1,679.51","14,055.97",1367,862,714,295,8,444,450,439,573,"$307,233.00 ",297,,,4072.863,,,37,,,297,4072.863,37
12459,158,2,6.33,6.33,,,968.35,"30,822.78",173,13,0,0,0,0,54,0,50,"$434,637.00 ",,,,,,,,,,,,
12474,"1,367",4,1.46,1.46,,,111.92,"3,562.55",888,603,540,368,102,362,61,169,243,"$341,348.00 ",,,,,,,,,,,,
12760,405,2,2.47,2.47,,,377.78,"12,024.69",84,51,391,178,23,153,20,64,138,"$316,163.00 ",,,,,,,,,,,,
13731,945,2,1.06,1.06,,,161.9,"5,153.44",428,198,291,421,150,483,174,135,211,"$314,476.00 ",,,,,,,,,,,,
13739,739,2,1.35,1.35,,,207.04,"6,589.99",164,396,847,499,192,229,262,62,108,"$344,981.00 ",,,,,,,,,,,,
13740,551,,,,,,277.68,"8,838.48",111,141,244,303,65,110,108,112,150,"$353,715.00 ",,,,,,,,,,,,
13750,963,2,1.04,1.04,,,158.88,"5,057.11",300,247,478,381,344,522,127,281,177,"$292,135.00 ",,,,,,,,,,,,
13751,111,2,9.01,9.01,,,"1,378.38","43,873.87",44,60,157,18,196,0,73,0,0,"($1,333,139,490.00)",,,,,,,,,,,,
13752,832,4,2.4,2.4,,,183.89,"5,853.37",443,495,471,91,66,182,82,124,93,"$343,109.00 ",,,,,,,,,,,,
13753,"5,692",22,1.93,1.93,,2,559.38,"4,680.43",5137,2168,2139,1362,559,1539,408,343,867,"$350,251.00 ",397,,,4193.05,,,42,,,397,4193.05,42
13755,"1,145",2,0.87,0.87,,2,"7,104.80","46,680.35",1056,388,373,536,136,512,400,157,386,"$276,996.00 ",,,,,,,,,,,,
13756,412,,,,,,371.36,"11,820.39",336,90,151,168,89,46,115,177,234,"$317,903.00 ",,,,,,,,,,,,
13757,"1,294",2,0.77,0.77,,,118.24,"3,763.52",547,292,631,645,219,536,341,161,101,"$368,607.00 ",,,,,,,,,,,,
13774,168,2,5.95,5.95,,,910.71,"28,988.10",211,308,83,129,0,92,75,0,99,"$423,569.00 ",,,,,,,,,,,,
13775,"1,750",10,2.86,2.86,,,87.43,"2,782.86",825,175,699,1138,654,762,125,165,393,"$345,268.00 ",,,,,,,,,,,,
13782,670,2,1.49,1.49,,,228.36,"7,268.66",294,338,474,259,54,105,22,173,137,"$310,062.00 ",,,,,,,,,,,,
13783,"2,589",8,1.54,1.54,,,59.1,"1,881.04",2180,1066,762,495,65,558,256,586,599,"$263,375.00 ",,,,,,,,,,,,
13786,470,2,2.13,2.13,,,325.53,"10,361.70",237,392,133,201,146,152,192,9,24,"$353,804.00 ",,,,,,,,,,,,
13788,"1,009",4,1.98,1.98,,2,"3,203.17","26,759.17",882,438,231,330,48,316,158,136,183,"$365,759.00 ",367,,,2451.979,,,37,,,367,2451.979,37
13804,414,2,2.42,2.42,,,369.57,"11,763.29",329,327,190,132,52,64,298,179,114,"$402,940.00 ",,,,,,,,,,,,
13806,282,2,3.55,3.55,,,542.55,"17,269.50",10,246,282,250,78,25,7,55,0,"$413,508.00 ",,,,,,,,,,,,
13838,"4,434",10,1.13,1.13,,,34.51,"1,098.33",5247,1733,792,878,1025,1875,594,866,219,"$268,342.00 ",,,,,,,,,,,,
13839,"1,092",12,5.49,5.49,,,140.11,"4,459.71",530,476,629,882,125,489,265,171,356,"$336,433.00 ",,,,,,,,,,,,
13842,524,2,1.91,1.91,,,291.98,"9,293.89",509,188,82,245,52,173,52,351,80,"$486,647.00 ",,,,,,,,,,,,
13846,331,2,3.02,3.02,,,462.24,"14,712.99",31,61,173,217,14,134,8,70,62,"$395,534.00 ",,,,,,,,,,,,
13847,71,,,,,,"2,154.93","68,591.55",20,4,10,10,4,45,44,18,49,"($2,666,583,581.00)",,,,,,,,,,,,
13856,"6,059",26,2.15,2.15,,,25.25,803.76,4171,3464,2012,1588,905,990,1432,985,1065,"$279,595.00 ",,,,,,,,,,,,
13860,80,,,,,,"1,912.50","60,875.00",49,0,5,83,0,71,0,0,29,"($1,999,661,810.00)",,,,,,,,,,,,
Dutchess County,"298,296","1,952",3.27,3.27,9,71,36.9,208.44,130902,118519,125037,111312,48805,103659,62745,83046,148159,"($10,649,801,854.00)",,506,,,4610.066,,,135,,506,4610.066,135
12501,"2,880",12,2.08,2.08,,3,"2,646.88","18,171.18",2051,745,1246,727,183,548,396,478,1661,"$446,636.00 ",,,,,,,,,,,,
12504,"1,495",4,1.34,1.34,,10,"6,214.05","38,757.86",1662,742,416,83,65,35,22,31,28,"($1,999,640,540.00)",,,,,,,,,,,,
12506,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12507,250,2,4,4,,,612,"19,480.00",138,226,59,28,0,0,57,7,50,"($666,261,431.00)",,,,,,,,,,,,
12508,"19,631",120,3.06,3.06,,5,473.23,"2,951.61",9247,4527,7370,5575,2385,7421,4662,5511,12562,"$468,674.00 ",,266,,,3426.06,,,77,,266,3426.06,77
12510,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512,143,2,6.99,6.99,,,"1,069.93","34,055.94",0,0,22,216,24,155,25,0,26,"($1,332,950,215.00)",,,,,,,,,,,,
12514,"3,168",28,4.42,4.42,8,,"2,287.88","14,755.68",1090,634,1096,1293,1115,2092,830,801,902,"$644,295.00 ",,,,,,,,,,,,
12522,"4,907",16,1.63,1.63,,,31.18,992.46,2169,1081,1746,2184,617,1759,652,1700,2800,"$399,179.00 ",,,,,,,,,,,,
12524,"16,169",56,1.73,1.73,,,9.46,301.19,5725,6506,5058,4207,2470,5278,3582,4863,9946,"$542,269.00 ",,,,,,,,,,,,
12527,0,4,,,,,,,139,157,131,0,0,0,0,89,0,"($1,332,974,960.00)",,,,,,,,,,,,
12531,"3,132",26,4.15,4.15,,2,"2,433.91","16,709.13",730,1305,1283,1352,365,1405,698,1749,2614,"$598,987.00 ",,,,,,,,,,,,
12533,"26,229",236,4.5,4.5,,,5.83,185.67,6308,6993,6923,8497,6603,9433,8244,11519,15909,"$703,514.00 ",,,,,,,,,,,,
12538,"14,205",76,2.68,2.68,,,10.77,342.84,6652,6488,6444,7709,2359,4755,2777,2837,4964,"$493,294.00 ",,,,,,,,,,,,
12540,"7,940",68,4.28,4.28,,1,960.08,"6,591.06",1272,2377,2404,3371,1559,2896,1743,3193,4461,"$716,124.00 ",,240,,,1184.006,,,58,,240,1184.006,58
12545,"4,822",36,3.73,3.73,,1,100.17,"2,478.64",4213,1442,1002,1276,792,2273,971,909,1725,"$474,145.00 ",,,,,,,,,,,,
12546,"2,903",22,3.79,3.79,,,52.7,"1,677.57",2390,1324,1805,758,488,750,317,620,832,"$421,824.00 ",,,,,,,,,,,,
12564,"7,099",58,4.09,4.09,,1,"1,308.64","8,162.14",4257,1753,1417,1536,749,2278,2474,2975,5543,"$562,870.00 ",,,,,,,,,,,,
12567,"3,046",30,4.92,4.92,,1,"3,049.90","19,022.65",2484,707,607,1003,389,765,685,989,1196,"$441,333.00 ",,,,,,,,,,,,
12569,"10,379",56,2.7,2.7,,,14.74,469.22,3129,3269,4312,5057,3013,4383,2391,2145,4733,"$529,374.00 ",,,,,,,,,,,,
